City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Klaksvik,FO,62.2266,-6.589,35.6,55,40,19.57,scattered clouds
347,Tazovskiy,RU,67.4667,78.7,-4.86,92,100,13.2,light snow
348,Shiraz,IR,29.6036,52.5388,35.6,100,20,4.21,mist
349,Statesboro,US,32.4488,-81.7832,37.4,93,1,6.96,clear sky
350,Teya,RU,60.3778,92.6267,14.23,92,100,12.08,overcast clouds
351,Carnarvon,AU,-24.8667,113.6333,82.4,100,40,17.27,scattered clouds
352,Quatre Cocos,MU,-20.2078,57.7625,82.99,78,40,8.05,scattered clouds
353,Jorhat,IN,26.75,94.2167,64.4,72,0,0.98,clear sky
354,Leningradskiy,RU,69.3833,178.4167,-17.45,87,7,8.52,clear sky
355,Varzea Alegre,BR,-5.35,-40.3833,74.88,72,61,4.83,broken clouds
356,Abay,KZ,49.6311,72.8539,33.8,93,75,35.79,snow
357,Husavik,IS,66.0449,-17.3389,30.2,80,90,6.78,overcast clouds
358,Siavonga,ZM,-16.5382,28.7088,73.24,88,100,5.3,light rain
359,Airai,TL,-8.9266,125.4092,70.83,93,100,4.68,overcast clouds
360,Oktyabrskiy,RU,54.4815,53.471,-7.64,88,100,13.98,overcast clouds
361,Evensk,RU,61.95,159.2333,12.58,92,100,43.11,light snow
362,Manjacaze,MZ,-24.7117,33.8828,74.21,94,100,1.3,overcast clouds
363,Asyut,EG,27.181,31.1837,50.0,87,0,3.78,clear sky
364,Malayal,PH,7.208,121.942,87.8,66,75,9.22,broken clouds
365,Xunchang,CN,28.4543,104.715,62.55,46,100,0.96,moderate rain
366,Seydisehir,TR,37.4193,31.8453,43.3,61,100,5.01,overcast clouds
367,Kiunga,PG,-6.1219,141.2906,92.75,48,83,5.73,broken clouds
368,Yar-Sale,RU,66.8333,70.8333,-9.94,90,100,18.45,light snow
369,Mackay,AU,-21.15,149.2,95.0,55,39,5.75,scattered clouds
370,Palimbang,PH,6.2106,124.1894,84.33,69,100,5.03,overcast clouds
371,Oranjestad,AW,12.524,-70.027,78.8,78,20,19.57,few clouds
372,The Valley,AI,18.217,-63.0578,78.8,69,40,8.05,scattered clouds
373,Belaya Gora,RU,68.5333,146.4167,-22.16,85,100,3.53,overcast clouds
374,Yangambi,CD,0.8102,24.4336,64.45,57,100,1.32,overcast clouds
375,Simbahan,PH,6.3032,120.5836,81.97,79,100,7.4,overcast clouds
376,Qandala,SO,11.472,49.8728,74.23,74,49,4.29,scattered clouds
377,Aden,YE,12.7794,45.0367,75.33,66,63,4.38,broken clouds
378,Sibolga,ID,1.7427,98.7792,87.46,55,100,3.13,overcast clouds
379,Verkhoyansk,RU,67.5447,133.385,-24.63,82,49,2.19,scattered clouds
380,Adrar,MR,20.5022,-10.0711,53.85,40,0,10.09,clear sky
381,Barra Do Garcas,BR,-15.89,-52.2567,70.48,96,1,4.56,clear sky
382,Rawson,AR,-43.3002,-65.1023,56.66,66,0,16.26,clear sky
383,Port Hawkesbury,CA,45.6169,-61.3485,25.0,93,90,17.27,snow
384,Sergach,RU,55.5308,45.4661,-20.42,86,0,9.91,clear sky
385,Taoudenni,ML,22.6783,-3.9836,56.75,37,0,7.07,clear sky
386,Pitsunda,GE,43.1592,40.3378,45.0,87,100,9.86,overcast clouds
387,Yershov,RU,51.3513,48.2766,-6.38,90,32,12.46,scattered clouds
388,Bac Lieu,VN,9.285,105.7244,84.27,60,2,19.26,clear sky
389,Flin Flon,CA,54.7682,-101.865,-30.06,81,42,11.1,scattered clouds
390,Cayenne,GF,4.9333,-52.3333,78.8,89,90,3.44,overcast clouds
391,Luneville,FR,48.6,6.5,33.8,93,75,3.44,broken clouds
392,Platteville,US,42.7342,-90.4785,-0.4,65,90,3.44,overcast clouds
393,Atherton,GB,53.5237,-2.4935,35.01,60,93,1.99,overcast clouds
394,Kaitangata,NZ,-46.2817,169.8464,64.99,78,100,4.0,overcast clouds
395,Tigil,RU,57.8,158.6667,25.97,91,10,16.8,clear sky
396,Nelson Bay,AU,-32.7167,152.15,75.99,64,40,17.27,scattered clouds
397,San-Pedro,CI,4.7485,-6.6363,77.36,92,25,5.61,scattered clouds
398,Makurdi,NG,7.7411,8.5121,74.05,36,100,6.69,overcast clouds
399,Carman,CA,49.4992,-98.0016,-14.8,58,0,10.36,clear sky
400,Touba,CI,8.2833,-7.6833,73.13,80,30,8.61,scattered clouds
401,Medicine Hat,CA,50.0501,-110.6683,-18.0,76,1,5.75,clear sky
402,Japura,ID,-0.3167,102.35,88.14,58,98,4.23,overcast clouds
403,Macomb,US,40.4592,-90.6718,1.99,85,90,6.91,light snow
404,Bilibino,RU,68.0546,166.4372,-1.61,78,0,7.16,clear sky
405,Llanes,ES,43.4198,-4.7549,54.0,72,100,9.78,overcast clouds
406,Scarborough,GB,54.2797,-0.4044,33.01,81,100,11.99,snow
407,Dzilam Gonzalez,MX,21.2833,-88.9333,71.89,96,29,5.03,scattered clouds
408,Saldanha,ZA,-33.0117,17.9442,62.6,72,0,12.66,clear sky
409,Popondetta,PG,-8.7537,148.2534,83.5,76,100,4.72,overcast clouds
410,Curuca,BR,-0.7289,-47.8481,75.18,95,21,4.47,few clouds
411,Port Macquarie,AU,-31.4333,152.9167,80.01,74,57,1.99,broken clouds
412,Luderitz,NA,-26.6481,15.1594,67.35,48,0,24.47,clear sky
413,Bima,ID,-8.4667,118.7167,86.29,71,99,4.41,overcast clouds
414,Elk City,US,35.412,-99.4043,33.8,100,90,10.36,overcast clouds
415,Pangody,RU,65.85,74.4859,2.07,94,100,10.04,overcast clouds
416,Stephenville,US,32.2207,-98.2023,52.0,50,1,6.91,clear sky
417,Elliot Lake,CA,46.3834,-82.6331,5.0,72,90,10.36,overcast clouds
418,Celestun,MX,20.8667,-90.4,72.73,87,0,9.89,clear sky
419,Tingo Maria,PE,-9.2895,-76.0088,70.84,83,98,1.57,overcast clouds
420,Igunga,TZ,-4.2833,33.8833,67.37,90,97,2.48,overcast clouds
421,Brownfield,US,33.1812,-102.2744,52.0,29,0,5.99,clear sky
422,Ulladulla,AU,-35.35,150.4667,69.01,68,75,9.22,broken clouds
423,Ayni,TJ,39.3941,68.5377,44.06,56,80,9.35,broken clouds
424,Tsevie,TG,6.4261,1.2133,84.2,79,20,10.36,few clouds
425,Hit,IQ,33.6416,42.8251,54.81,71,0,7.25,clear sky
426,Wamba,NG,8.9333,8.6,72.3,21,80,3.02,broken clouds
427,Okha,RU,53.5739,142.9478,19.74,96,100,20.89,light snow
428,Ambon,ID,-3.6954,128.1814,89.6,62,40,9.22,scattered clouds
429,Lafayette,US,30.2335,-92.0668,51.8,82,1,3.44,clear sky
430,Dawei,MM,14.0833,98.2,87.93,41,4,6.53,clear sky
431,Gisborne,NZ,-38.6533,178.0042,75.0,62,0,5.01,clear sky
432,La Seyne-Sur-Mer,FR,43.0982,5.8847,44.01,79,18,5.01,few clouds
433,Kirakira,SB,-10.4544,161.9205,84.65,73,15,8.7,few clouds
434,Sao Filipe,CV,14.8961,-24.4956,68.86,75,99,12.17,overcast clouds
435,Cabinda,AO,-5.55,12.2,79.41,83,100,5.77,moderate rain
436,Houma,US,29.5958,-90.7195,46.99,93,1,5.17,mist
437,Vallenar,CL,-28.5708,-70.7581,59.34,72,5,1.74,clear sky
438,Krasnoselkup,RU,65.7,82.4667,11.75,95,100,20.04,overcast clouds
439,Mahon,ES,39.8885,4.2658,51.8,87,0,9.22,clear sky
440,Chara,RU,56.9064,118.2631,0.88,85,100,2.35,overcast clouds
441,Stony Plain,CA,53.5334,-114.0021,-17.0,83,20,2.3,few clouds
442,Kenai,US,60.5544,-151.2583,10.99,85,1,5.75,clear sky
443,Muisne,EC,0.6,-80.0333,77.34,90,79,7.29,light rain
444,Namatanai,PG,-3.6667,152.4333,84.45,73,53,6.87,light rain
445,Tezu,IN,27.9167,96.1667,74.79,20,0,4.09,clear sky
446,Necochea,AR,-38.5473,-58.7368,57.99,77,57,12.08,broken clouds
447,Te Anau,NZ,-45.4167,167.7167,69.1,53,100,7.0,light rain
448,Faya,SA,18.3851,42.4509,50.0,57,0,5.75,clear sky
449,Tortoli,IT,39.9256,9.6572,50.0,37,0,13.8,clear sky
450,Turayf,SA,31.6725,38.6637,41.0,100,0,4.61,clear sky
451,Asosa,ET,10.0667,34.5333,58.53,31,17,6.51,few clouds
452,Port Hedland,AU,-20.3167,118.5667,89.6,48,40,14.97,scattered clouds
453,Grand-Santi,GF,4.25,-54.3833,72.73,97,100,1.81,overcast clouds
454,Sumbe,AO,-11.2061,13.8437,76.39,80,100,1.7,overcast clouds
455,Southbridge,US,42.0751,-72.0334,28.0,75,72,13.0,broken clouds
456,Rovaniemi,FI,66.5,25.7167,10.4,85,42,11.5,scattered clouds
457,Colmar,FR,48.0833,7.3667,37.99,87,75,5.75,broken clouds
458,Solnechnyy,RU,50.7214,136.6319,7.14,88,100,0.58,overcast clouds
459,Yarada,IN,17.65,83.2667,77.0,65,22,3.44,haze
460,Ejura,GH,7.3856,-1.3562,76.5,85,84,6.26,broken clouds
461,Dwarka,IN,22.2394,68.9678,72.39,39,0,11.34,clear sky
462,Porto Velho,BR,-8.7619,-63.9039,77.0,94,75,1.52,heavy intensity rain
463,Puerto Del Rosario,ES,28.5004,-13.8627,62.6,63,90,5.75,overcast clouds
464,Davidson,US,36.1501,-86.7833,30.99,93,20,3.31,few clouds
465,Monroe,US,43.1501,-77.6831,12.99,61,75,13.8,broken clouds
466,Bukachacha,RU,52.9833,116.9167,-0.04,85,67,3.06,broken clouds
467,Padang,ID,-0.9492,100.3543,87.8,66,20,3.44,few clouds
468,Weihe,CN,32.9952,105.3247,52.09,41,0,4.76,clear sky
469,San Vicente,AR,-26.6167,-54.1333,61.39,85,0,3.15,clear sky
470,Madera,US,37.1666,-119.8343,51.01,76,87,3.0,overcast clouds
471,Tulum,MX,20.2167,-87.4667,77.0,91,0,6.22,clear sky
472,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,73.09,94,91,2.59,overcast clouds
473,Hammerfest,NO,70.6634,23.6821,23.0,86,75,12.66,light snow
474,Bogotol,RU,56.2078,89.5342,17.62,95,22,9.1,few clouds
475,San Policarpo,PH,12.1791,125.5072,79.5,85,100,14.47,moderate rain
476,Kalach-Na-Donu,RU,48.691,43.5264,8.6,66,0,11.18,clear sky
477,Vardo,NO,70.3705,31.1107,19.4,86,40,17.27,snow
478,Road Town,VG,18.4167,-64.6167,78.01,83,1,14.0,clear sky
479,Kyren,RU,51.6828,102.1408,26.28,86,97,1.5,overcast clouds
480,Copiapo,CL,-27.3667,-70.3333,60.8,77,0,5.75,clear sky
481,Tautira,PF,-17.7333,-149.15,87.8,58,40,8.05,scattered clouds
482,Miramar,US,25.9873,-80.2323,73.99,83,1,5.53,clear sky
483,La Ronge,CA,55.1001,-105.2842,-31.0,61,1,5.75,clear sky
484,Dvinskoy,RU,62.1535,45.1175,-22.63,85,57,8.05,broken clouds
485,Uyuni,BO,-20.4597,-66.825,53.31,61,99,5.82,overcast clouds
486,Swedru,GH,5.5371,-0.6998,77.27,90,79,4.94,broken clouds
487,Wasilla,US,61.5814,-149.4394,3.2,78,1,2.42,clear sky
488,Zhanakorgan,KZ,43.9098,67.2495,39.85,87,45,7.85,moderate rain
489,Martapura,ID,-3.4167,114.85,87.8,70,40,4.61,scattered clouds
490,General Teran,MX,25.2667,-99.6833,64.69,68,100,15.99,overcast clouds
491,Bauchi,NG,10.5,10.0,61.03,31,34,3.78,scattered clouds
492,Katsuyama,JP,36.0617,136.501,35.6,69,75,4.61,broken clouds
493,Batagay,RU,67.6333,134.6333,-26.64,84,53,1.72,broken clouds
494,Zunyi,CN,27.6867,106.9072,51.49,78,100,1.03,overcast clouds
495,Gopalpur,IN,19.2667,84.9167,74.26,61,0,6.13,clear sky
496,Caorle,IT,45.5966,12.8758,48.99,96,99,1.01,light rain
497,Payo,ID,-3.7508,103.6372,84.97,69,77,5.59,broken clouds
498,Laguna,US,38.421,-121.4238,55.0,58,1,4.61,clear sky
499,Champerico,GT,14.3,-91.9167,64.99,94,0,5.3,clear sky
500,Chivay,PE,-15.6383,-71.6011,49.01,66,100,0.2,light rain
501,Yumen,CN,40.2833,97.2,34.07,68,100,9.26,overcast clouds
502,Haines Junction,CA,60.7522,-137.5108,-22.0,76,25,1.14,scattered clouds
503,Alfreton,GB,53.0961,-1.3883,32.0,92,100,8.99,light snow
504,Ewa Beach,US,21.3156,-158.0072,77.0,47,1,6.91,clear sky
505,Pizarro,CO,4.9533,-77.366,78.17,89,100,2.28,moderate rain
506,Prachuap Khiri Khan,TH,12.2167,99.75,93.99,45,0,4.59,clear sky
507,Kidal,ML,18.4411,1.4078,63.99,28,96,13.06,overcast clouds
508,Thinadhoo,MV,0.5333,72.9333,81.52,80,19,12.86,few clouds
509,Cockburn Town,TC,21.4612,-71.1419,77.92,84,25,17.29,scattered clouds
510,Ocos,GT,14.5094,-92.1933,75.2,88,20,3.44,few clouds
511,Waingapu,ID,-9.6567,120.2641,85.21,70,100,6.82,overcast clouds
512,Innisfail,AU,-17.5333,146.0333,86.02,74,100,8.32,overcast clouds
513,Killarney,IE,52.05,-9.5167,31.51,94,93,12.35,overcast clouds
514,Puerto Escondido,MX,15.85,-97.0667,80.6,78,1,5.26,clear sky
515,Sundsvall,SE,62.3913,17.3063,19.4,86,90,8.05,overcast clouds
516,Galesong,ID,-5.3166,119.3661,84.2,79,20,6.91,few clouds
517,Kanungu,UG,-0.9575,29.7897,62.31,63,100,2.73,overcast clouds
518,Ucluelet,CA,48.9329,-125.5528,39.0,82,0,15.35,clear sky
519,Mercedes,AR,-34.6515,-59.4307,71.01,88,1,14.79,clear sky
520,Bathsheba,BB,13.2167,-59.5167,77.0,65,40,17.27,scattered clouds
521,Bougouni,ML,11.417,-7.479,71.56,22,70,8.19,broken clouds
522,Kosino,RU,58.4127,51.2782,-18.24,85,100,11.52,overcast clouds
523,Vila Velha,BR,-20.3297,-40.2925,70.0,94,90,3.44,mist
524,Roebourne,AU,-20.7833,117.1333,87.6,46,0,7.16,clear sky
525,Umba,RU,66.6871,34.3429,11.41,93,20,10.13,few clouds
526,San Fernando,PH,15.0286,120.6898,86.0,58,75,4.61,broken clouds
527,Hoquiam,US,46.9809,-123.8893,41.0,93,75,5.75,broken clouds
528,Kudahuvadhoo,MV,2.6708,72.8944,81.41,75,3,16.91,clear sky
529,Odweyne,SO,9.4092,45.064,61.88,72,0,6.13,clear sky
530,Mbuji-Mayi,CD,-6.15,23.6,70.23,88,100,1.14,overcast clouds
531,Bandarbeyla,SO,9.4942,50.8122,76.41,73,91,19.75,overcast clouds
532,Vangaindrano,MG,-23.35,47.6,77.58,89,8,5.86,clear sky
533,Garwa,IN,24.1833,83.8167,66.0,34,0,4.25,clear sky
534,Eureka,US,40.8021,-124.1637,45.0,87,92,7.27,overcast clouds
535,Zile,TR,40.3031,35.8864,42.8,65,0,4.61,clear sky
536,Tukrah,LY,32.5341,20.5791,68.14,30,100,35.66,overcast clouds
537,Shagonar,RU,51.5333,92.8,7.23,90,97,2.66,overcast clouds
538,Sayville,US,40.7359,-73.0821,30.99,93,90,9.22,overcast clouds
539,Narrabri,AU,-30.3167,149.7833,87.8,30,54,10.36,broken clouds
540,Hongjiang,CN,27.11,109.9956,50.76,86,100,4.83,light rain
541,Esperance,AU,-33.8667,121.9,84.2,45,40,20.71,scattered clouds
542,Severnoye,RU,56.3491,78.3619,7.39,95,100,12.12,overcast clouds
543,Kewanee,US,41.2456,-89.9248,0.0,72,96,1.01,overcast clouds
544,Nueve De Julio,AR,-35.4444,-60.8831,61.0,91,2,11.01,clear sky
545,Lagoa,PT,39.05,-27.9833,58.19,82,33,26.31,scattered clouds
546,Samur,RU,41.8253,48.486,38.93,86,100,8.95,overcast clouds
547,Batsfjord,NO,70.6345,29.7185,19.4,86,40,17.27,snow
548,Dhanbad,IN,23.8,86.45,69.64,32,0,6.93,clear sky
549,Kostino,RU,58.9097,53.2691,-18.74,86,100,9.64,overcast clouds
550,Puerto Madryn,AR,-42.7692,-65.0385,56.88,64,1,16.08,clear sky
551,Sinnamary,GF,5.3833,-52.95,77.86,84,100,13.2,overcast clouds
552,Guerrero Negro,MX,27.9769,-114.0611,61.12,68,0,9.69,clear sky
553,Qui Nhon,VN,13.7667,109.2333,76.19,78,95,9.75,overcast clouds
554,Da Nang,VN,16.0678,108.2208,78.8,69,40,3.44,scattered clouds
555,Itaueira,BR,-7.6033,-43.0256,74.89,76,82,4.99,broken clouds
556,Keningau,MY,5.3378,116.1602,87.8,74,20,5.75,few clouds
557,Port Augusta,AU,-32.5,137.7667,78.8,41,0,11.5,clear sky
558,Rio Gallegos,AR,-51.6226,-69.2181,59.0,58,0,1.14,clear sky
559,Kopavogur,IS,64.1123,-21.913,37.4,56,0,14.97,clear sky
560,Svetlyy,RU,54.675,20.1347,6.8,78,0,13.42,clear sky
561,Port-Cartier,CA,50.0334,-66.8654,17.6,79,100,2.3,overcast clouds
562,Merrill,US,45.1805,-89.6835,-7.6,54,90,3.44,overcast clouds
563,Santa Maria,BR,-29.6842,-53.8069,71.6,88,0,9.22,clear sky
564,Kawalu,ID,-7.3817,108.2082,84.79,66,74,1.95,broken clouds
565,Mount Gambier,AU,-37.8333,140.7667,62.6,63,90,18.41,overcast clouds
566,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.0,70,0,1.99,clear sky
567,Manaus,BR,-3.1019,-60.025,75.2,94,0,4.61,clear sky
568,Hanko,FI,59.8333,22.95,19.0,74,69,10.42,broken clouds
569,Silopi,TR,37.2497,42.4694,45.99,56,0,2.48,clear sky
570,Boende,CD,-0.2167,20.8667,72.21,83,84,1.39,broken clouds
571,Saint-Joseph,RE,-21.3667,55.6167,84.2,58,75,6.91,broken clouds
572,Sobolevo,RU,54.4299,31.8996,-5.04,92,0,1.7,clear sky
573,Tartagal,AR,-22.5164,-63.8013,72.99,46,87,3.49,overcast clouds
574,Bafq,IR,31.6128,55.4107,52.63,60,8,1.79,clear sky
575,Sabla,NG,12.7525,4.7077,68.2,21,89,9.33,overcast clouds
576,Rio Grande,BR,-32.035,-52.0986,66.0,88,28,10.65,scattered clouds
577,Abalak,RU,58.1286,68.5944,-7.92,89,51,8.37,broken clouds
578,Tessalit,ML,20.1986,1.0114,56.01,35,100,11.16,overcast clouds
579,Torrington,US,41.8007,-73.1212,25.0,64,35,1.99,scattered clouds
580,Malavalli,IN,12.3833,77.0833,69.8,56,100,4.61,overcast clouds
581,Batticaloa,LK,7.7102,81.6924,80.35,82,20,18.12,few clouds
582,Mahina,PF,-17.5065,-149.489,87.8,58,40,8.05,scattered clouds
583,Darnah,LY,32.767,22.6367,64.85,40,100,33.58,overcast clouds
584,Abha,SA,18.2164,42.5053,50.0,57,0,5.75,clear sky
585,Koungou,YT,-12.7336,45.2042,77.0,88,100,3.44,light rain
586,Homer,US,59.6425,-151.5483,26.6,93,1,4.7,clear sky
587,Swan River,CA,52.1058,-101.2676,-32.8,61,11,9.22,few clouds
588,Maldonado,UY,-34.6667,-54.9167,69.8,78,75,13.8,moderate rain
589,Santiago Del Estero,AR,-27.7951,-64.2615,73.99,64,2,1.99,clear sky
590,Christchurch,NZ,-43.5333,172.6333,78.8,36,75,9.22,broken clouds
591,Gediz,TR,39.0417,29.41,48.78,50,99,6.98,overcast clouds
592,Burley,US,42.5357,-113.7928,35.6,51,1,13.8,clear sky
593,Dubrovnik,HR,42.6481,18.0922,57.2,94,75,18.41,broken clouds
594,Buchanan,LR,5.8808,-10.0467,75.2,94,20,6.17,few clouds
595,Noumea,NC,-22.2763,166.4572,84.99,65,90,9.22,overcast clouds
596,Ous,RU,60.9058,61.5186,-11.42,90,100,7.02,light snow
597,Wuzhou,CN,23.4833,111.3167,82.08,31,11,5.95,few clouds
598,Dakar,SN,14.6937,-17.4441,64.4,77,0,13.8,clear sky
599,Saint Anthony,US,45.0205,-93.218,-2.2,55,90,6.91,light snow
600,Roald,NO,62.5833,6.1333,23.0,50,0,12.66,clear sky
601,Chumikan,RU,54.7183,135.315,-3.15,85,100,23.6,overcast clouds
602,Sencha,UA,50.2548,33.346,8.67,93,100,8.99,overcast clouds
603,Vila Do Maio,CV,15.1333,-23.2167,68.0,64,75,19.57,broken clouds
604,Mashhad,IR,36.297,59.6062,46.4,66,40,4.61,scattered clouds
605,Roros,NO,62.5747,11.3842,3.2,85,90,1.14,overcast clouds
606,Whitianga,NZ,-36.8333,175.7,69.08,56,35,8.23,scattered clouds
607,San Quintin,MX,30.4833,-115.95,58.66,75,0,4.9,clear sky
608,Porto Novo,BJ,6.4965,2.6036,79.34,86,57,5.68,broken clouds
609,Shingu,JP,33.7333,135.9833,55.4,44,20,19.57,few clouds
610,Enterprise,US,36.0252,-115.2419,59.0,20,20,3.44,few clouds
611,Sampit,ID,-2.5333,112.95,92.34,56,100,2.06,overcast clouds
612,Guatire,VE,10.4762,-66.5427,80.6,78,20,2.53,few clouds
613,Samarai,PG,-10.6167,150.6667,85.57,69,86,3.31,overcast clouds
614,Tlajomulco,MX,19.6147,-97.7914,58.44,47,18,3.76,few clouds
615,Itaituba,BR,-4.2761,-55.9836,73.98,96,94,1.32,overcast clouds
616,Zolochiv,UA,49.806,24.8944,17.6,93,75,15.66,light snow
617,Correntina,BR,-13.3433,-44.6367,68.11,94,100,2.39,overcast clouds
618,Santa Rosalia,MX,27.3167,-112.2833,58.98,59,0,2.33,clear sky
619,Poum,NC,-20.2333,164.0167,81.3,71,2,9.8,clear sky
620,Majagual,CO,8.5389,-74.6204,77.86,83,81,1.19,broken clouds
621,New Glasgow,CA,45.5834,-62.6486,26.6,100,100,25.32,snow
622,Shangqiu,CN,34.45,115.65,45.88,43,100,9.26,overcast clouds
623,Caraz,PE,-9.0486,-77.81,63.36,58,100,1.86,light rain
624,Praia,CV,14.9215,-23.5087,68.0,64,75,19.57,broken clouds
625,Cowra,AU,-33.8333,148.6833,72.0,60,21,5.03,few clouds
626,Kulhudhuffushi,MV,6.6221,73.07,81.55,72,32,9.69,scattered clouds
627,Dalby,AU,-27.1833,151.2667,87.8,42,75,13.8,broken clouds
628,Kuusamo,FI,65.9667,29.1833,10.4,85,90,14.97,light snow
629,Catamarca,AR,-28.4696,-65.7852,72.0,74,18,1.01,few clouds
630,Palivere,EE,58.9664,23.8911,19.0,86,88,1.99,light snow
631,Ndele,CF,8.4109,20.6473,59.14,33,69,6.11,broken clouds
632,Nambucca Heads,AU,-30.65,153.0,80.01,61,75,17.27,broken clouds
633,Nyuksenitsa,RU,60.4128,44.2397,-22.29,85,80,8.46,broken clouds
634,Dukat,RU,62.55,155.55,4.23,90,99,16.91,overcast clouds
635,Mareeba,AU,-17.0,145.4333,90.0,74,40,8.05,moderate rain
636,San Rafael,AR,-34.6177,-68.3301,70.45,48,80,20.2,broken clouds
637,Sabha,LY,27.0377,14.4283,60.22,33,100,11.83,overcast clouds
638,Waipawa,NZ,-41.4122,175.5153,71.6,60,20,23.02,few clouds
639,Bokoro,TD,12.3807,17.0568,63.46,25,89,8.19,overcast clouds
640,Marinette,US,45.1,-87.6307,-2.2,71,40,5.75,scattered clouds
641,Nara,JP,34.6851,135.8049,48.2,53,75,8.05,broken clouds
642,Pombia,IT,45.653,8.6336,41.0,100,40,3.44,scattered clouds
643,Tarakan,ID,3.3,117.6333,86.0,79,40,6.91,scattered clouds
644,Kameshkovo,RU,56.3481,41.0047,-17.16,87,0,7.14,clear sky
645,Pietarsaari,FI,63.65,22.6833,-5.8,77,0,2.3,clear sky
646,Olinda,BR,-8.0089,-34.8553,78.8,73,40,9.22,scattered clouds
647,Filingue,NE,14.3521,3.3168,70.12,19,3,8.72,clear sky
648,Jiuquan,CN,39.7432,98.5174,33.85,65,100,4.32,light snow
649,Manicore,BR,-5.8092,-61.3003,75.0,97,100,2.06,overcast clouds
650,Eenhana,NA,-17.4667,16.3333,77.0,73,100,3.44,overcast clouds
651,Weinan,CN,34.5036,109.5089,42.8,42,0,13.42,clear sky
652,Upata,VE,8.0086,-62.3989,77.0,86,85,8.99,overcast clouds
653,Debre Tabor,ET,11.85,38.0167,45.48,58,3,4.36,clear sky
654,Mahibadhoo,MV,3.7833,72.9667,81.55,73,32,15.43,scattered clouds
655,Toamasina,MG,-18.1667,49.3833,73.4,94,40,2.3,scattered clouds
656,Ginda,IN,30.6945,78.4932,60.98,26,0,3.11,clear sky
657,Constitucion,CL,-35.3333,-72.4167,56.59,90,9,4.63,clear sky
658,Farafangana,MG,-22.8167,47.8333,79.93,82,20,10.78,few clouds
659,Roma,US,43.2128,-75.4557,15.8,53,75,12.66,light snow
660,San Cristobal,VE,7.7669,-72.225,67.59,85,100,1.12,overcast clouds
661,Balabac,PH,7.9868,117.0645,82.67,74,100,5.97,overcast clouds
662,Daru,PG,-9.0763,143.2092,89.24,60,62,6.71,broken clouds
663,Taltal,CL,-25.4,-70.4833,63.54,77,2,1.12,clear sky
664,Ceres,US,37.5949,-120.9577,52.0,76,1,0.78,clear sky
665,Bridlington,GB,54.0831,-0.1919,33.01,81,100,11.01,snow
666,Asfi,MA,32.2994,-9.2372,57.45,78,21,8.55,few clouds
667,Pasuquin,PH,18.3328,120.6177,89.6,55,40,6.91,scattered clouds
668,Sebeta,ET,8.9167,38.6167,51.8,100,90,2.3,overcast clouds
669,Arcata,US,40.8665,-124.0828,45.0,81,1,3.58,clear sky
670,Lesnoy,RU,57.6198,63.0784,-5.62,90,99,8.86,overcast clouds
671,Peabiru,BR,-23.9128,-52.3431,62.92,89,0,2.75,clear sky
672,Quilali,NI,13.567,-86.026,67.39,81,1,2.17,clear sky
673,Skagen,DK,57.7209,10.5839,18.0,85,94,13.0,overcast clouds
674,Hay River,CA,60.8156,-115.7999,-38.2,67,100,2.3,overcast clouds
675,West Wendover,US,40.7391,-114.0733,48.2,14,1,17.27,clear sky
676,Axim,GH,4.8699,-2.2405,79.63,85,81,9.15,broken clouds
677,Panikihan,PH,13.9028,122.1347,84.45,64,64,13.47,broken clouds
678,Isla Mujeres,MX,21.2311,-86.731,79.0,88,20,4.61,few clouds
679,Walvis Bay,NA,-22.9575,14.5053,63.0,88,98,13.8,overcast clouds
680,Chinsali,ZM,-10.5414,32.0816,63.79,98,100,4.0,light rain
681,Cessnock,AU,-32.8333,151.35,80.01,68,83,7.38,broken clouds
682,Hachinohe,JP,40.5,141.5,23.0,77,95,5.99,overcast clouds
683,Tilichiki,RU,60.4667,166.1,13.21,95,71,8.37,broken clouds
684,Nishihara,JP,26.1842,127.7558,71.6,37,20,14.97,few clouds
685,Halifax,CA,44.6453,-63.5724,28.99,93,100,16.11,snow
686,Mocuba,MZ,-16.8392,36.9856,74.44,96,85,1.36,overcast clouds
687,Kugulta,RU,45.3636,42.3889,17.6,100,90,8.95,light snow
688,Gravelbourg,CA,49.8834,-106.5512,-29.2,68,17,5.75,few clouds
689,Clarence Town,AU,-32.5833,151.7833,80.01,64,40,17.27,scattered clouds
690,Springbok,ZA,-29.6643,17.8865,55.89,35,0,3.96,clear sky
691,Maragogi,BR,-9.0122,-35.2225,76.64,84,100,5.5,overcast clouds
692,Mahajanga,MG,-15.7167,46.3167,75.2,94,20,4.61,light rain
693,Koshurnikovo,RU,54.1667,93.3,21.99,99,100,1.63,light snow
694,Moose Factory,CA,51.2585,-80.6094,-18.4,76,1,4.61,clear sky
695,Jurm,AF,36.8648,70.8342,49.24,48,100,3.27,overcast clouds
